year,unit_id,name,old_unit_type,new_unit_type,reason,area_km2,admin_parent,old_admin_parent
1926,urban_1926_1,Барабинск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Барабинский округ,
1926,urban_1926_2,Барнаул,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Барнаульский округ,
1926,urban_1926_3,Бийск,город,центр округа,v117: отдельный город-центр окружного уровня,21.946,Бийский округ,
1926,urban_1926_4,Ишим,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Ишимский округ,
1926,urban_1926_6,Камень-на-Оби,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Каменский округ,
1926,urban_1926_7,Кузнецк / Сталинск / Новокузнецк,город,центр округа,v117: отдельный город-центр окружного уровня,18.574,Кузнецкий округ,
1926,urban_1926_10,Ново-Николаевск / Новосибирск,город,центр округа,v117: отдельный город-центр окружного уровня,25.78,Новосибирский округ,
1926,urban_1926_11,Омск,город,центр округа,v117: отдельный город-центр окружного уровня,11.708,Омский округ,
1926,urban_1926_12,Славгород,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Славгородский округ,
1926,urban_1926_14,Тара,город,центр округа,v117: отдельный город-центр окружного уровня,26.177,Тарский округ,
1926,urban_1926_16,Тобольск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Тобольский округ,
1926,urban_1926_17,Томск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Томский округ,
1926,urban_1926_19,Тюмень,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Тюменский округ,
1930,urban_1930_3,Барнаул,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Барнаульский округ,
1930,urban_1930_4,Бийск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Бийский округ,
1930,urban_1930_6,Ишим,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Ишимский округ,
1930,urban_1930_7,Каинск / Куйбышев,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Каинский округ,
1930,urban_1930_8,Камень-на-Оби,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Каменский округ,
1930,urban_1930_12,Ново-Николаевск / Новосибирск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Новосибирский округ,
1930,urban_1930_13,Ойрот-Тура / Горно-Алтайск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Ойратская АО,
1930,urban_1930_14,Омск,город,центр округа,v117: отдельный город-центр окружного уровня,21.005,Омский округ,
1930,urban_1930_16,Рубцовск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Рубцовский округ,
1930,urban_1930_17,Славгород,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Славгородский округ,
1930,urban_1930_21,Тобольск,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Тобольский округ,
1930,urban_1930_22,Томск,город,центр округа,v117: отдельный город-центр окружного уровня,18.713,Томский округ,
1930,urban_1930_24,Тюмень,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Тюменский округ,
1930,urban_1930_26,Щегловск / Кемерово,город,центр округа,v117: отдельный город-центр окружного уровня,28.238,Щегловский округ,
1939,adm_1939_10,Ойрот-Турский (рц в г. Ойрот-Туре),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,1381.48,Алтайский край,
1939,adm_1939_129,Анжеро-Судженский (рц в г. Анжеро-Судженске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2340.32,Новосибирская область,
1939,adm_1939_151,Тюменский (рц в г. Тюмени),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,4220.79,Омская область,
1939,adm_1939_167,Тобольский (рц в г. Тобольске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,15327.37,Омская область,
1939,adm_1939_170,Колпашевский (рц в г. Колпашево),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,56542.01,Новосибирская область,
1939,adm_1939_199,Тарский (рц в г. Таре),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,3777.93,Омская область,
1939,adm_1939_200,Томский (рц в г. Томске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,4846.51,Новосибирская область,
1939,adm_1939_28,Зональный (рц в г. Бийске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,1737.02,Алтайский край,
1939,adm_1939_45,Барнаульский (рц в г. Барнауле),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2769.06,Алтайский край,
1939,adm_1939_58,Прокопьевский (рц в г. Прокопьевске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2186.07,Новосибирская область,
1939,adm_1939_70,Кузнецкий (Сталинский) (рц в г. Сталинске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,6343.25,Новосибирская область,
1939,adm_1939_79,Ленинск-Кузнецкий (рц в г. Ленинске-Кузнецком),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2926.63,Новосибирская область,
1939,adm_1939_88,Новосибирский (рц в г. Новосибирске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2345.08,Новосибирская область,
1939,adm_1939_94,Кагановичский (рц в г. Омске),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,3746.37,Омская область,
1939,adm_1939_99,Кемеровский (рц в г. Кемерово),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2072.82,Новосибирская область,
1939,urban_1939_1,Алейск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_2,Анжеро-Судженск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_3,Барабинск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_4,Барнаул,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_5,Белово,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_6,Бийск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_7,Гурьевск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_8,Ишим,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_9,Каинск / Куйбышев,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_10,Камень-на-Оби,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_11,Киселёвск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_12,Колпашево,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_13,Кузнецк / Сталинск / Новокузнецк,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_14,Ленинск-Кузнецкий,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_15,Мариинск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_16,Ново-Николаевск / Новосибирск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_17,Обдорск / Салехард,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_18,Ойрот-Тура / Горно-Алтайск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_19,Омск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_20,Осинники,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,17.21,Новосибирская область,
1939,urban_1939_21,Прокопьевск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_22,Рубцовск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_23,Славгород,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_24,Тайга,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_25,Тара,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_26,Татарск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_27,Тобольск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_28,Томск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_29,Топки,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,27.23,Новосибирская область,
1939,urban_1939_30,Тюкалинск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_31,Тюмень,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_32,Черепаново,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_33,Щегловск / Кемерово,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_34,Ялуторовск,город,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_35,Бердск,рп/пгт,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,26.97,Новосибирская область,
1939,urban_1939_36,Болотное,рп/пгт,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_37,Исиль-Куль,рп/пгт,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Омская область,
1939,urban_1939_38,Павловск,рп/пгт,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Алтайский край,
1939,urban_1939_39,Сузун,рп/пгт,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1939,urban_1939_40,Чулым,рп/пгт,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,28.24,Новосибирская область,
1947,adm_1947_55,Барнаульский (рц в г. Барнауле),район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2657.03,Алтайский край,
1947,adm_1947_u_5,Новосибирский горсовет,горсовет,город республиканского подчинения,v117: городские контуры 1939–1989 нормализованы как горсоветы,29.51,Новосибирская область,
1947,adm_1947_u_5,Новосибирский горсовет,горсовет,город республиканского подчинения,v117: город республиканского подчинения вынесен из области,29.51,Новосибирск — город республиканского подчинения,Новосибирская область
1947,adm_1947_u_6,Омский горсовет,горсовет,город республиканского подчинения,v117: городские контуры 1939–1989 нормализованы как горсоветы,11.56,Омская область,
1947,adm_1947_u_6,Омский горсовет,горсовет,город республиканского подчинения,v117: город республиканского подчинения вынесен из области,11.56,Омск — город республиканского подчинения,Омская область
1947,adm_1947_u_32,Томский горсовет - г. Томск,горсовет,город республиканского подчинения,v117: городские контуры 1939–1989 нормализованы как горсоветы,20.51,Томская область,
1947,adm_1947_u_32,Томский горсовет - г. Томск,горсовет,город республиканского подчинения,v117: город республиканского подчинения вынесен из области,20.51,Омск — город республиканского подчинения,Томская область
1964,adm_1964_285,Берёзовский промышленный район,промышленный район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,129.44,Кемеровская область,
1970,adm_1970_119,г. Юрга,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2608.35,Кемеровская область,
1970,adm_1970_148,г. Ялуторовск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,3218.21,Тюменская область,
1970,adm_1970_192,г. Змеиногорск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,25.25,Алтайский край,
1970,adm_1970_193,г. Рубцовск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,7.65,Алтайский край,
1970,adm_1970_194,г. Горно-Алтайск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,6.93,Республика Алтай,
1970,adm_1970_195,г. Бийск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,4.56,Алтайский край,
1970,adm_1970_196,г. Славгород,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,7.22,Алтайский край,
1970,adm_1970_197,г. Новоалтайск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,9.06,Алтайский край,
1970,adm_1970_198,г. Камень-на-Оби,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,1.58,Алтайский край,
1970,adm_1970_199,г. Киселевск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,4.58,Кемеровская область,
1970,adm_1970_200,г. Прокопьевск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,5.47,Кемеровская область,
1970,adm_1970_201,г. Гурьевск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,1.88,Кемеровская область,
1970,adm_1970_202,г. Белово,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,5.25,Кемеровская область,
1970,adm_1970_203,г. Осинники,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.77,Кемеровская область,
1970,adm_1970_204,г. Таштагол,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,14.21,Кемеровская область,
1970,adm_1970_205,г. Междуреченск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,15.98,Кемеровская область,
1970,adm_1970_206,г. Мыски,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,17.31,Кемеровская область,
1970,adm_1970_207,г. Новокузнецк,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,46.19,Кемеровская область,
1970,adm_1970_208,г. Бердск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.74,Новосибирская область,
1970,adm_1970_209,г. Искитим,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,13.21,Новосибирская область,
1970,adm_1970_210,г. Исилькуль,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.64,Омская область,
1970,adm_1970_211,г. Калачинск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,3.75,Омская область,
1970,adm_1970_212,г. Барабинск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.3,Новосибирская область,
1970,adm_1970_213,г. Омск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,11.56,Омская область,
1970,adm_1970_214,г. Новосибирск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,13.07,Новосибирская область,
1970,adm_1970_215,г. Татарск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,7.99,Новосибирская область,
1970,adm_1970_216,г. Топки,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,7.53,Кемеровская область,
1970,adm_1970_217,г. Березовский,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,7.74,Кемеровская область,
1970,adm_1970_218,г. Кемерово,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,22.75,Кемеровская область,
1970,adm_1970_219,г. Куйбышев,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,1.23,Новосибирская область,
1970,adm_1970_220,г. Ишим,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,0.83,Тюменская область,
1970,adm_1970_221,г. Мариинск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,5.43,Кемеровская область,
1970,adm_1970_222,Ялуторовский,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.73,Тюменская область,
1970,adm_1970_223,г. Томск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,13.7,Томская область,
1970,adm_1970_224,г. Тюмень,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,9.24,Тюменская область,
1970,adm_1970_225,г. Тара,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,4.23,Омская область,
1970,adm_1970_226,г. Колпашево,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.92,Томская область,
1970,adm_1970_227,г. Сургут,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,18.96,ХМАО,
1970,adm_1970_228,г. Салехард,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,107.56,ЯНАО,
1970,adm_1970_229,г. Тайга,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,5.27,Кемеровская область,
1970,adm_1970_230,г. Анжеро-Судженск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,8.13,Кемеровская область,
1970,adm_1970_234,г. Нефтеюганск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,32.9,ХМАО,
1970,adm_1970_235,г. Ханты-Мансийск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,0.95,ХМАО,
1970,adm_1970_236,г. Урай,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,8.05,ХМАО,
1970,adm_1970_238,г. Тобольск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.94,Тюменская область,
1970,adm_1970_239,Алейский,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,0.97,Алтайский край,
1970,adm_1970_240,г. Ленинск-Кузнецкий,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,4.6,Кемеровская область,
1970,adm_1970_33,г. Алейск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,3408.89,Алтайский край,
1970,adm_1970_49,г. Барнаул,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,833.66,Алтайский край,
1979,adm_1979_10,г. Рубцовск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,87.72,Алтайский край,
1979,adm_1979_102,г. Бердск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,51.05,Новосибирская область,
1979,adm_1979_107,г. Исилькуль,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,2.64,Омская область,
1979,adm_1979_109,г. Омск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,11.56,Омская область,
1979,adm_1979_112,г. Калачинск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,3.75,Омская область,
1979,adm_1979_115,г. Новосибирск,район,горсовет,v117: городские контуры 1939–1989 нормализованы как горсоветы,638.61,Новосибирская область,
